,vehicle,No added edges
3958,171LF,56
3959,171LF,90
3960,171LF,54
3961,171LF,39
3962,171LF,131
3963,171LF,20
3964,171LF,56
3965,171LF,21
3966,171LF,9
3967,171LF,37
3968,171LF,86
3969,171LF,29
3970,171LF,19
3971,171LF,66
3972,171LF,75
3973,171LF,16
3974,171LF,17
3975,171LF,83
3976,171LF,6
3977,171LF,38
3978,171LF,26
3979,171LF,66
3980,171LF,29
3981,171LF,30
3982,171LF,63
3983,171LF,35
3984,171LF,7
3985,171LF,16
3986,171LF,62
3987,171LF,40
3988,171LF,29
3989,171LF,29
3990,171LF,36
3991,171LF,35
3992,171LF,25
3993,171LF,60
3994,171LF,81
3995,171LF,25
3996,171LF,71
3997,171LF,38
3998,171LF,30
3999,171LF,12
4000,171LF,16
4001,171LF,28
4002,171LF,18
4003,171LF,49
4004,171LF,34
4005,171LF,12
4006,171LF,37
4007,171LF,19
4008,171LF,9
4009,171LF,28
4010,171LF,38
4011,171LF,29
4012,171LF,54
4013,171LF,38
4014,171LF,31
4015,171LF,37
4016,171LF,21
4017,171LF,17
4018,171LF,42
4019,171LF,81
4020,171LF,32
4021,171LF,74
4022,171LF,45
4023,171LF,24
4024,171LF,24
4025,171LF,24
4026,171LF,28
4027,171LF,2
4028,171LF,67
4029,171LF,46
4030,171LF,6
4031,171LF,24
4032,171LF,90
4033,171LF,43
4034,171LF,50
4035,171LF,39
4036,171LF,36
4037,171LF,74
4038,171LF,87
4039,171LF,49
4040,171LF,61
4041,171LF,15
4042,171LF,29
4043,171LF,55
4044,171LF,34
4045,171LF,83
4046,171LF,51
4047,171LF,41
4048,171LF,6
4049,171LF,69
4050,171LF,78
4051,171LF,25
4052,171LF,72
4053,171LF,55
4054,171LF,34
4055,171LF,20
4056,171LF,25
4057,171LF,45
4058,171LF,30
4059,171LF,27
4060,171LF,1
4061,171LF,26
4062,171LF,40
4063,171LF,23
4064,171LF,43
4065,171LF,20
4066,171LF,35
4067,171LF,65
4068,171LF,14
4069,171LF,57
4070,171LF,26
4071,171LF,53
4072,171LF,117
4073,171LF,14
4074,171LF,30
4075,171LF,7
4076,171LF,47
4077,171LF,32
4078,171LF,3
4079,171LF,30
4080,171LF,49
4081,171LF,62
4082,171LF,76
4083,171LF,41
4084,171LF,38
4085,171LF,133
4086,171LF,29
4087,171LF,56
4088,171LF,27
4089,171LF,35
4090,171LF,45
4091,171LF,44
4092,171LF,34
4093,171LF,95
4094,171LF,48
4095,171LF,34
4096,171LF,35
4097,171LF,76
4098,171LF,79
4099,171LF,39
4100,171LF,26
4101,171LF,25
4102,171LF,22
4103,171LF,91
4104,171LF,44
4105,171LF,45
4106,171LF,44
4107,171LF,13
4108,171LF,65
4109,171LF,8
4110,171LF,62
4111,171LF,35
4112,171LF,32
4113,171LF,156
4114,171LF,71
4115,171LF,22
4116,171LF,29
4117,171LF,34
4118,171LF,29
4119,171LF,44
4120,171LF,51
4121,171LF,12
4122,171LF,45
4123,171LF,136
4124,171LF,38
4125,171LF,7
4126,171LF,34
4127,171LF,13
4128,171LF,60
4129,171LF,30
4130,171LF,22
4131,171LF,6
4132,171LF,63
4133,171LF,42
4134,171LF,22
4135,171LF,15
4136,171LF,45
4137,171LF,23
4138,171LF,20
4139,171LF,31
4140,171LF,77
4141,171LF,35
4142,171LF,46
4143,171LF,75
4144,171LF,31
4145,171LF,60
4146,171LF,55
4147,171LF,69
4148,171LF,43
4149,171LF,7
4150,171LF,37
4151,171LF,39
4152,171LF,33
4153,171LF,35
4154,171LF,43
4155,171LF,31
4156,171LF,27
4157,171LF,33
4158,171LF,16
4159,171LF,23
4160,171LF,61
4161,171LF,43
4162,171LF,30
4163,171LF,26
4164,171LF,14
4165,171LF,18
4166,171LF,8
4167,171LF,35
4168,171LF,12
4169,171LF,37
4170,171LF,141
4171,171LF,39
4172,171LF,38
4173,171LF,46
4174,171LF,41
4175,171LF,25
4176,171LF,18
4177,171LF,104
4178,171LF,22
4179,171LF,23
4180,171LF,31
4181,171LF,40
4182,171LF,88
4183,171LF,59
4184,171LF,43
4185,171LF,2
4186,171LF,50
4187,171LF,9
4188,171LF,21
4189,171LF,5
4190,171LF,28
4191,171LF,20
4192,171LF,19
4193,171LF,24
4194,171LF,17
4195,171LF,83
4196,171LF,34
4197,171LF,25
4198,171LF,34
4199,171LF,33
4200,171LF,20
4201,171LF,51
4202,171LF,2
4203,171LF,29
4204,171LF,30
4205,171LF,20
4206,171LF,22
4207,171LF,37
4208,171LF,70
4209,171LF,42
4210,171LF,71
4211,171LF,57
4212,171LF,35
4213,171LF,191
4214,171LF,58
4215,171LF,48
4216,171LF,45
4217,171LF,96
4218,171LF,14
4219,171LF,42
4220,171LF,48
4221,171LF,25
4222,171LF,120
4223,171LF,104
4224,171LF,49
4225,171LF,25
4226,171LF,11
4227,171LF,44
4228,171LF,43
4229,171LF,23
4230,171LF,28
4231,171LF,53
4232,171LF,24
4233,171LF,23
4234,171LF,70
4235,171LF,64
4236,171LF,3
4237,171LF,85
4238,171LF,11
4239,171LF,34
4240,171LF,9
4241,171LF,58
4242,171LF,43
4243,171LF,46
4244,171LF,80
4245,171LF,20
4246,171LF,44
4247,171LF,118
4248,171LF,19
4249,171LF,70
4250,171LF,24
4251,171LF,33
4252,171LF,51
4253,171LF,12
4254,171LF,33
4255,171LF,44
4256,171LF,39
4257,171LF,37
4258,171LF,3
4259,171LF,25
4260,171LF,47
4261,171LF,41
4262,171LF,54
4263,171LF,22
4264,171LF,97
4265,171LF,45
4266,171LF,49
4267,171LF,43
4268,171LF,30
4269,171LF,14
4270,171LF,11
4271,171LF,39
4272,171LF,11
4273,171LF,29
4274,171LF,28
4275,171LF,35
4276,171LF,18
4277,171LF,29
4278,171LF,15
4279,171LF,46
4280,171LF,46
4281,171LF,66
4282,171LF,35
4283,171LF,92
4284,171LF,32
4285,171LF,36
4286,171LF,289
4287,171LF,35
4288,171LF,8
4289,171LF,44
4290,171LF,43
4291,171LF,42
4292,171LF,143
4293,171LF,40
4294,171LF,17
4295,171LF,28
4296,171LF,48
4297,171LF,39
4298,171LF,48
4299,171LF,114
4300,171LF,27
4301,171LF,30
4302,171LF,61
4303,171LF,6
4304,171LF,23
4305,171LF,21
4306,171LF,39
4307,171LF,98
4308,171LF,66
4309,171LF,32
4310,171LF,45
4311,171LF,66
4312,171LF,24
4313,171LF,81
4314,171LF,156
4315,171LF,46
4316,171LF,21
4317,171LF,65
4318,171LF,16
4319,171LF,51
4320,171LF,125
4321,171LF,28
4322,171LF,3
4323,171LF,5
4324,171LF,25
4325,171LF,24
4326,171LF,284
4327,171LF,30
4328,171LF,47
4329,171LF,15
4330,171LF,55
4331,171LF,20
4332,171LF,66
4333,171LF,67
4334,171LF,30
4335,171LF,11
4336,171LF,29
4337,171LF,47
4338,171LF,7
4339,171LF,58
4340,171LF,36
4341,171LF,72
4342,171LF,63
4343,171LF,73
4344,171LF,26
4345,171LF,164
4346,171LF,22
4347,171LF,32
4348,171LF,40
4349,171LF,19
4350,171LF,24
4351,171LF,31
4352,171LF,57
4353,171LF,9
4354,171LF,41
4355,171LF,37
4356,171LF,52
4357,171LF,18
4358,171LF,62
4359,171LF,26
4360,171LF,74
4361,171LF,12
4362,171LF,29
4363,171LF,35
4364,171LF,7
4365,171LF,43
4366,171LF,78
4367,171LF,140
4368,171LF,58
4369,171LF,84
4370,171LF,9
4371,171LF,125
4372,171LF,58
4373,171LF,55
4374,171LF,49
4375,171LF,38
4376,171LF,22
4377,171LF,34
4378,171LF,25
4379,171LF,42
4380,171LF,18
4381,171LF,47
4382,171LF,19
4383,171LF,38
4384,171LF,99
4385,171LF,22
4386,171LF,23
4387,171LF,14
4388,171LF,15
4389,171LF,30
4390,171LF,40
4391,171LF,38
4392,171LF,140
4393,171LF,20
4394,171LF,38
4395,171LF,11
4396,171LF,15
4397,171LF,40
4398,171LF,36
4399,171LF,41
4400,171LF,40
4401,171LF,29
4402,171LF,17
4403,171LF,34
4404,171LF,25
4405,171LF,69
4406,171LF,40
4407,171LF,21
4408,171LF,45
4409,171LF,34
4410,171LF,61
4411,171LF,31
4412,171LF,174
4413,171LF,31
4414,171LF,33
4415,171LF,37
4416,171LF,15
4417,171LF,57
4418,278JI,15
4419,278JI,62
4420,278JI,13
4421,278JI,21
4422,278JI,26
4423,278JI,3
4424,278JI,4
4425,278JI,59
4426,278JI,4
4427,278JI,87
4428,278JI,5
4429,278JI,4
4430,278JI,21
4431,278JI,23
4432,278JI,22
4433,278JI,27
4434,278JI,3
4435,278JI,30
4436,278JI,3
4437,278JI,267
4438,278JI,11
4439,278JI,13
4440,278JI,3
4441,278JI,1
4442,278JI,5
4443,278JI,41
4444,278JI,11
4445,278JI,11
4446,278JI,8
4447,278JI,30
4448,278JI,53
4449,278JI,2
4450,278JI,8
4451,278JI,90
4452,278JI,0
4453,278JI,2
4454,278JI,11
4455,278JI,103
4456,278JI,2
4457,278JI,3
4458,278JI,4
4459,278JI,23
4460,278JI,32
4461,278JI,88
4462,278JI,10
4463,278JI,62
4464,278JI,68
4465,278JI,5
4466,278JI,0
4467,278JI,23
4468,278JI,9
4469,278JI,31
4470,278JI,19
4471,278JI,39
4472,278JI,60
4473,278JI,43
4474,278JI,9
4475,278JI,25
4476,278JI,25
4477,278JI,23
4478,278JI,3
4479,278JI,38
4480,278JI,0
4481,278JI,18
4482,278JI,92
4483,278JI,61
4484,278JI,61
4485,278JI,65
4486,278JI,38
4487,278JI,66
4488,278JI,64
4489,278JI,26
4490,278JI,65
4491,278JI,56
4492,278JI,4
4493,278JI,17
4494,278JI,6
4495,278JI,122
4496,278JI,27
4497,278JI,45
4498,278JI,14
4499,278JI,14
4500,278JI,0
4501,278JI,51
4502,278JI,30
4503,278JI,2
4504,278JI,8
4505,278JI,12
4506,278JI,15
4507,278JI,25
4508,278JI,60
4509,278JI,65
4510,278JI,18
4511,278JI,29
4512,278JI,80
4513,278JI,10
4514,278JI,23
4515,278JI,7
4516,278JI,42
4517,278JI,25
4518,278JI,69
4519,278JI,6
4520,278JI,35
4521,278JI,31
4522,278JI,14
4523,278JI,3
4524,278JI,10
4525,278JI,9
4526,278JI,29
4527,278JI,3
4528,278JI,19
4529,278JI,7
4530,278JI,39
4531,278JI,9
4532,278JI,18
4533,278JI,7
4534,278JI,64
4535,278JI,5
4536,278JI,1
4537,278JI,88
4538,278JI,2
4539,278JI,0
4540,278JI,72
4541,278JI,17
4542,278JI,6
4543,278JI,4
4544,278JI,6
4545,278JI,12
4546,278JI,19
4547,278JI,25
4548,278JI,3
4549,278JI,50
4550,278JI,15
4551,278JI,20
4552,278JI,10
4553,278JI,34
4554,278JI,19
4555,278JI,4
4556,278JI,11
4557,278JI,64
4558,278JI,62
4559,278JI,48
4560,278JI,35
4561,278JI,45
4562,278JI,17
4563,278JI,26
4564,278JI,32
4565,278JI,11
4566,278JI,11
4567,278JI,30
4568,278JI,11
4569,278JI,6
4570,278JI,6
4571,278JI,21
4572,278JI,2
4573,278JI,114
4574,278JI,16
4575,278JI,40
4576,278JI,36
4577,278JI,28
4578,278JI,4
4579,278JI,43
4580,278JI,29
4581,278JI,8
4582,278JI,28
4583,278JI,9
4584,278JI,6
4585,278JI,65
4586,278JI,37
4587,278JI,46
4588,278JI,60
4589,278JI,11
4590,278JI,23
4591,278JI,0
4592,278JI,7
4593,278JI,1
4594,278JI,3
4595,278JI,61
4596,278JI,53
4597,278JI,94
4598,278JI,66
4599,278JI,3
4600,278JI,50
4601,278JI,65
4602,278JI,16
4603,278JI,29
4604,278JI,14
4605,278JI,3
4606,278JI,12
4607,278JI,9
4608,278JI,16
4609,278JI,6
4610,278JI,11
4611,278JI,2
4612,278JI,11
4613,278JI,8
4614,278JI,4
4615,278JI,14
4616,278JI,1
4617,278JI,2
4618,278JI,20
4619,278JI,59
4620,278JI,1
4621,278JI,60
4622,278JI,9
4623,278JI,14
4624,278JI,10
4625,278JI,16
4626,278JI,38
4627,278JI,3
4628,278JI,26
4629,278JI,33
4630,278JI,44
4631,278JI,4
4632,278JI,21
4633,278JI,15
4634,278JI,15
4635,278JI,102
4636,278JI,26
4637,278JI,13
4638,278JI,10
4639,278JI,4
4640,278JI,2
4641,278JI,20
4642,278JI,40
4643,278JI,68
4644,278JI,1
4645,278JI,9
4646,278JI,16
4647,278JI,37
4648,278JI,6
4649,278JI,12
4650,278JI,10
4651,278JI,148
4652,278JI,10
4653,278JI,13
4654,278JI,67
4655,278JI,64
4656,278JI,7
4657,278JI,24
4658,278JI,29
4659,278JI,37
4660,278JI,25
4661,278JI,4
4662,278JI,33
4663,278JI,2
4664,278JI,22
4665,278JI,76
4666,278JI,59
4667,278JI,67
4668,278JI,25
4669,278JI,20
4670,278JI,22
4671,278JI,70
4672,278JI,36
4673,278JI,23
4674,278JI,9
4675,278JI,44
4676,278JI,28
4677,278JI,42
4678,278JI,23
4679,278JI,25
4680,278JI,25
4681,278JI,49
4682,278JI,50
4683,278JI,125
4684,278JI,67
4685,278JI,41
4686,278JI,44
4687,278JI,29
4688,278JI,27
4689,278JI,75
4690,278JI,34
4691,278JI,22
4692,278JI,35
4693,278JI,25
4694,278JI,45
4695,278JI,81
4696,278JI,39
4697,278JI,44
4698,278JI,77
4699,278JI,101
4700,278JI,35
4701,278JI,49
4702,278JI,31
4703,278JI,0
4704,278JI,20
4705,278JI,37
4706,278JI,71
4707,278JI,142
4708,278JI,34
4709,278JI,68
4710,278JI,115
4711,278JI,17
4712,278JI,81
4713,278JI,27
4714,278JI,30
4715,278JI,85
4716,278JI,10
4717,278JI,46
4718,278JI,127
4719,278JI,38
4720,278JI,37
4721,278JI,30
4722,278JI,102
4723,278JI,8
4724,278JI,13
4725,278JI,27
4726,278JI,40
4727,278JI,43
4728,278JI,82
4729,278JI,45
4730,278JI,81
4731,278JI,31
4732,278JI,36
4733,278JI,22
4734,278JI,36
4735,278JI,14
4736,278JI,45
4737,278JI,41
4738,278JI,48
4739,278JI,59
4740,278JI,22
4741,278JI,24
4742,278JI,132
4743,278JI,24
4744,278JI,47
4745,278JI,24
4746,278JI,25
4747,278JI,11
4748,278JI,46
4749,278JI,111
4750,278JI,43
4751,278JI,54
4752,278JI,127
4753,278JI,69
4754,278JI,21
4755,278JI,46
4756,278JI,113
4757,278JI,29
4758,278JI,119
4759,278JI,48
4760,278JI,17
4761,278JI,60
4762,278JI,107
4763,278JI,48
4764,278JI,49
4765,278JI,56
4766,278JI,47
4767,278JI,17
4768,278JI,105
4769,278JI,51
4770,278JI,53
4771,278JI,10
4772,278JI,67
4773,278JI,111
4774,278JI,35
4775,278JI,78
4776,278JI,64
4777,278JI,56
4778,278JI,97
4779,278JI,79
4780,278JI,44
4781,278JI,10
4782,278JI,50
4783,278JI,39
4784,278JI,46
4785,278JI,64
4786,278JI,35
4787,278JI,24
4788,278JI,55
4789,278JI,31
4790,278JI,55
4791,278JI,59
4792,278JI,25
4793,278JI,15
4794,278JI,87
4795,278JI,59
4796,278JI,55
4797,278JI,34
4798,278JI,37
4799,278JI,133
4800,278JI,39
4801,278JI,13
4802,278JI,52
4803,278JI,41
4804,278JI,17
4805,278JI,63
4806,278JI,54
4807,278JI,68
4808,278JI,49
4809,278JI,39
4810,278JI,72
4811,278JI,20
4812,278JI,21
4813,278JI,68
4814,278JI,26
4815,278JI,75
4816,278JI,54
4817,278JI,73
4818,278JI,28
4819,278JI,38
4820,278JI,22
4821,278JI,37
4822,278JI,26
4823,278JI,30
4824,278JI,26
4825,278JI,61
4826,278JI,23
4827,278JI,42
4828,278JI,6
4829,278JI,34
4830,278JI,23
4831,278JI,25
4832,278JI,146
4833,278JI,74
4834,278JI,59
4835,278JI,5
4836,278JI,42
4837,278JI,33
4838,278JI,61
4839,278JI,41
4840,278JI,58
4841,278JI,45
4842,278JI,85
4843,278JI,41
4844,278JI,23
4845,278JI,66
4846,278JI,58
4847,278JI,30
4848,278JI,41
4849,278JI,40
4850,278JI,40
4851,278JI,45
4852,278JI,53
4853,278JI,32
4854,278JI,36
4855,278JI,42
4856,278JI,64
4857,278JI,88
4858,278JI,43
4859,278JI,53
4860,278JI,56
4861,278JI,38
4862,278JI,8
4863,278JI,51
4864,278JI,53
4865,278JI,42
4866,278JI,30
4867,278JI,107
4868,278JI,149
4869,278JI,47
4870,278JI,21
4871,278JI,14
4872,278JI,43
4873,278JI,37
4874,278JI,130
4875,278JI,38
4876,278JI,41
4877,278JI,49
4878,278JI,76
4879,278JI,51
4880,278JI,102
4881,278JI,57
4882,278JI,59
4883,278JI,43
4884,278JI,66
4885,278JI,51
4886,278JI,22
4887,278JI,18
4888,278JI,71
4889,278JI,32
4890,278JI,20
4891,278JI,28
4892,278JI,24
4893,278JI,54
4894,278JI,46
4895,278JI,24
4896,278JI,13
4897,278JI,48
4898,278JI,75
4899,278JI,9
4900,278JI,28
4901,278JI,45
4902,278JI,53
4903,278JI,43
4904,278JI,17
4905,278JI,45
4906,278JI,32
4907,278JI,45
4908,278JI,36
4909,278JI,123
4910,278JI,143
4911,278JI,45
4912,278JI,54
4913,278JI,24
4914,278JI,31
4915,278JI,28
4916,278JI,115
4917,278JI,44
4918,278JI,45
4919,278JI,79
4920,278JI,33
4921,278JI,25
4922,278JI,60
4923,278JI,61
4924,278JI,21
4925,278JI,30
4926,278JI,35
4927,278JI,42
4928,278JI,37
4929,278JI,24
4930,278JI,64
4931,278JI,52
4932,278JI,25
4933,278JI,57
4934,278JI,38
4935,278JI,44
4936,278JI,54
4937,278JI,43
4938,278JI,44
4939,278JI,38
4940,278JI,74
4941,278JI,35
4942,278JI,39
4943,278JI,27
4944,278JI,47
4945,278JI,115
4946,278JI,55
4947,278JI,21
4948,278JI,36
4949,278JI,22
4950,278JI,47
4951,278JI,77
4952,278JI,8
4953,278JI,37
4954,278JI,40
4955,278JI,30
4956,278JI,40
4957,278JI,61
4958,278JI,65
4959,278JI,26
4960,278JI,41
4961,278JI,40
4962,278JI,6
4963,278JI,46
4964,278JI,0
4965,278JI,20
4966,278JI,54
4967,278JI,39
4968,278JI,13
4969,278JI,27
4970,278JI,22
4971,278JI,18
4972,278JI,30
4973,278JI,58
4974,278JI,32
4975,278JI,78
4976,278JI,42
4977,278JI,47
4978,278JI,24
4979,278JI,34
4980,278JI,33
4981,278JI,55
4982,278JI,42
4983,278JI,53
4984,278JI,17
4985,278JI,26
4986,278JI,58
4987,278JI,24
4988,278JI,29
4989,278JI,45
4990,278JI,83
4991,278JI,50
4992,278JI,15
4993,278JI,51
4994,278JI,44
4995,278JI,58
4996,278JI,54
4997,278JI,32
4998,278JI,52
4999,278JI,33
5000,278JI,97
5001,278JI,33
5002,278JI,47
5003,278JI,71
5004,278JI,40
5005,278JI,67
5006,278JI,51
5007,278JI,40
5008,278JI,92
5009,278JI,12
5010,278JI,42
5011,278JI,36
5012,278JI,58
5013,278JI,36
5014,278JI,13
5015,278JI,29
5016,278JI,42
5017,278JI,56
5018,278JI,55
5019,278JI,139
5020,278JI,46
5021,278JI,37
5022,278JI,32
5023,278JI,103
5024,278JI,72
5025,278JI,4
5026,278JI,85
5027,278JI,18
5028,278JI,117
5029,278JI,27
5030,278JI,45
5031,278JI,59
5032,278JI,15
5033,278JI,29
5034,278JI,116
5035,278JI,18
5036,278JI,76
5037,278JI,42
5038,278JI,77
5039,278JI,138
5040,278JI,81
5041,278JI,57
5042,278JI,119
5043,278JI,26
5044,278JI,53
5045,278JI,38
5046,278JI,60
5047,278JI,34
5048,278JI,44
5049,278JI,53
5050,278JI,40
5051,278JI,38
5052,278JI,68
5053,278JI,82
5054,278JI,69
5055,278JI,82
5056,278JI,33
5057,278JI,57
5058,278JI,42
5059,278JI,20
5060,278JI,46
5061,278JI,30
5062,278JI,39
5063,278JI,52
5064,278JI,47
5065,278JI,25
5066,278JI,62
5067,278JI,30
5068,278JI,123
5069,278JI,47
5070,278JI,27
5071,278JI,32
5072,278JI,157
5073,278JI,71
5074,278JI,28
5075,278JI,138
5076,278JI,109
5077,278JI,117
5078,278JI,38
5079,278JI,62
5080,278JI,22
5081,278JI,31
5082,278JI,26
5083,278JI,8
5084,278JI,61
5085,278JI,117
5086,278JI,110
5087,278JI,54
5088,278JI,10
5089,278JI,64
5090,278JI,107
5091,278JI,26
5092,278JI,29
5093,278JI,59
5094,278JI,17
5095,278JI,65
5096,278JI,49
5097,278JI,136
5098,278JI,27
5099,278JI,16
5100,278JI,42
5101,278JI,91
5102,278JI,12
5103,278JI,18
5104,278JI,27
5105,278JI,77
5106,278JI,27
5107,278JI,75
5108,278JI,131
5109,278JI,40
5110,278JI,45
5111,278JI,51
5112,278JI,68
5113,278JI,19
5114,278JI,34
5115,278JI,53
5116,278JI,41
5117,278JI,33
5118,278JI,90
5119,278JI,90
5120,278JI,53
5121,278JI,40
5122,278JI,51
5123,278JI,18
5124,278JI,51
5125,278JI,42
5126,278JI,147
5127,278JI,20
5128,278JI,17
5129,278JI,58
5130,278JI,37
5131,278JI,62
5132,278JI,46
5133,278JI,28
5134,278JI,48
5135,278JI,19
5136,278JI,32
5137,278JI,16
5138,278JI,132
5139,278JI,19
5140,278JI,30
5141,278JI,113
5142,278JI,54
5143,278JI,28
5144,278JI,49
5145,278JI,31
5146,278JI,41
5147,278JI,61
5148,278JI,21
5149,278JI,45
5150,278JI,67
5151,278JI,63
5152,278JI,65
5153,278JI,111
5154,278JI,107
5155,278JI,112
5156,278JI,36
5157,278JI,44
5158,278JI,29
5159,278JI,44
5160,278JI,30
5161,278JI,33
5162,278JI,51
5163,278JI,41
5164,278JI,18
5165,278JI,56
5166,278JI,51
5167,278JI,153
5168,278JI,60
5169,278JI,42
5170,278JI,45
5171,278JI,17
5172,278JI,62
5173,278JI,38
5174,278JI,22
5175,278JI,123
5176,278JI,70
5177,278JI,30
5178,278JI,19
5179,278JI,106
5180,278JI,55
5181,278JI,14
5182,278JI,46
5183,278JI,38
5184,278JI,73
5185,278JI,54
5186,278JI,71
5187,278JI,42
5188,278JI,68
5189,278JI,47
5190,278JI,43
5191,278JI,26
5192,278JI,42
5193,278JI,75
5194,278JI,20
5195,278JI,49
5196,278JI,4
5197,278JI,16
5198,278JI,210
5199,278JI,47
5200,278JI,38
5201,278JI,35
5202,278JI,64
5203,278JI,32
5204,278JI,33
5205,278JI,93
5206,278JI,23
5207,278JI,72
5208,278JI,37
5209,278JI,50
5210,278JI,22
5211,278JI,27
5212,278JI,134
5213,278JI,109
5214,278JI,43
5215,278JI,58
5216,278JI,35
5217,278JI,55
5218,278JI,65
5219,278JI,69
5220,278JI,43
5221,278JI,24
5222,278JI,44
5223,278JI,47
5224,278JI,52
5225,278JI,36
5226,278JI,112
5227,278JI,23
5228,278JI,39
5229,278JI,44
5230,278JI,46
5231,278JI,21
5232,278JI,83
5233,278JI,34
5234,278JI,142
5235,278JI,35
5236,278JI,27
5237,278JI,11
5238,278JI,68
5239,278JI,61
5240,278JI,38
5241,278JI,34
5242,278JI,58
5243,278JI,55
5244,278JI,50
5245,278JI,37
5246,278JI,47
5247,278JI,60
5248,278JI,84
5249,278JI,10
5250,278JI,19
5251,278JI,67
5252,278JI,100
5253,278JI,76
5254,278JI,47
5255,278JI,73
5256,278JI,44
5257,278JI,36
5258,278JI,44
5259,278JI,34
5260,278JI,36
5261,278JI,6
5262,278JI,46
5263,278JI,62
5264,278JI,26
5265,278JI,8
5266,278JI,92
5267,278JI,40
5268,278JI,26
5269,278JI,43
5270,278JI,20
5271,278JI,42
5272,278JI,65
5273,278JI,33
5274,278JI,44
5275,278JI,89
5276,278JI,37
5277,278JI,22
5278,278JI,26
5279,278JI,8
5280,278JI,45
5281,278JI,48
5282,278JI,15
5283,278JI,54
5284,278JI,57
5285,278JI,59
5286,278JI,100
5287,278JI,42
5288,278JI,94
5289,278JI,17
5290,278JI,39
5291,278JI,29
5292,278JI,58
5293,278JI,53
5294,278JI,28
5295,278JI,32
5296,278JI,45
5297,278JI,66
5298,278JI,60
5299,278JI,42
5300,278JI,35
5301,278JI,58
5302,278JI,94
5303,278JI,44
5304,278JI,115
5305,278JI,27
5306,278JI,43
5307,278JI,29
5308,278JI,150
5309,278JI,30
5310,278JI,65
5311,278JI,37
5312,278JI,39
5313,278JI,107
5314,278JI,46
5315,278JI,40
5316,278JI,102
5317,278JI,47
5318,278JI,112
5319,278JI,113
5320,278JI,38
5321,278JI,35
5322,278JI,58
5323,278JI,96
5324,278JI,41
5325,278JI,41
5326,278JI,102
5327,278JI,36
5328,278JI,44
5329,278JI,29
5330,278JI,50
5331,278JI,58
5332,278JI,39
5333,278JI,56
5334,278JI,32
5335,278JI,62
5336,278JI,87
5337,278JI,39
5338,278JI,32
5339,278JI,50
5340,278JI,34
5341,278JI,44
5342,278JI,67
5343,278JI,28
5344,278JI,4
5345,278JI,29
5346,278JI,34
5347,278JI,82
5348,278JI,53
5349,278JI,33
5350,278JI,28
5351,278JI,43
5352,278JI,74
5353,278JI,43
5354,278JI,146
5355,278JI,82
5356,278JI,38
5357,278JI,77
5358,278JI,51
5359,278JI,89
5360,278JI,119
5361,278JI,24
5362,278JI,29
5363,278JI,117
5364,278JI,18
5365,278JI,45
5366,278JI,109
5367,278JI,31
5368,278JI,12
5369,278JI,34
5370,278JI,32
5371,278JI,101
5372,278JI,48
5373,278JI,39
5374,278JI,76
5375,278JI,80
5376,278JI,56
5377,278JI,150
5378,278JI,58
5379,278JI,20
5380,278JI,5
5381,278JI,31
5382,278JI,46
5383,278JI,57
5384,278JI,31
5385,278JI,111
5386,278JI,0
5387,278JI,24
5388,278JI,22
5389,278JI,32
5390,278JI,75
5391,278JI,38
5392,278JI,36
5393,278JI,22
5394,278JI,41
5395,278JI,18
5396,278JI,77
5397,278JI,129
5398,278JI,61
5399,278JI,45
5400,278JI,37
5401,278JI,33
5402,278JI,62
5403,278JI,50
5404,278JI,52
5405,278JI,30
5406,278JI,34
5407,278JI,57
5408,278JI,85
5409,278JI,61
5410,278JI,70
5411,278JI,45
5412,278JI,36
5413,278JI,47
5414,278JI,75
5415,278JI,52
5416,278JI,23
5417,278JI,47
5418,278JI,68
5419,278JI,93
5420,278JI,13
5421,278JI,58
5422,278JI,44
5423,278JI,52
5424,278JI,40
5425,278JI,53
5426,278JI,51
5427,278JI,36
5428,278JI,17
5429,278JI,62
5430,278JI,85
5431,278JI,64
5432,278JI,28
5433,278JI,38
5434,278JI,50
5435,278JI,24
5436,278JI,87
5437,278JI,77
5438,278JI,69
5439,278JI,56
5440,278JI,44
5441,278JI,38
5442,278JI,72
5443,278JI,28
5444,278JI,25
5445,278JI,24
5446,278JI,129
5447,278JI,67
5448,278JI,38
5449,278JI,39
5450,278JI,23
5451,278JI,16
5452,278JI,48
5453,278JI,70
5454,278JI,134
5455,278JI,76
5456,278JI,67
5457,278JI,27
5458,278JI,37
5459,278JI,29
5460,278JI,43
5461,278JI,76
5462,278JI,38
5463,278JI,57
5464,278JI,50
5465,278JI,31
5466,278JI,89
5467,278JI,49
5468,278JI,47
5469,278JI,35
5470,278JI,44
5471,278JI,44
5472,278JI,46
5473,278JI,56
5474,278JI,29
5475,278JI,29
5476,278JI,41
5477,278JI,29
5478,278JI,83
5479,278JI,39
5480,278JI,60
5481,278JI,78
5482,278JI,83
5483,278JI,42
5484,278JI,23
5485,278JI,58
5486,278JI,42
5487,278JI,32
5488,278JI,37
5489,278JI,21
5490,278JI,31
5491,278JI,35
5492,278JI,12
5493,278JI,55
5494,278JI,37
5495,278JI,81
5496,278JI,33
5497,278JI,70
5498,278JI,53
5499,278JI,25
5500,278JI,23
5501,278JI,27
5502,278JI,44
5503,278JI,27
5504,278JI,41
5505,278JI,31
5506,278JI,38
5507,278JI,34
5508,278JI,110
5509,278JI,24
5510,278JI,24
5511,278JI,54
