,vehicle,No added edges
0,110JG,137
1,110JG,16
2,110JG,36
3,110JG,23
4,110JG,37
5,110JG,8
6,110JG,27
7,110JG,105
8,110JG,126
9,110JG,282
10,110JG,27
11,110JG,46
12,110JG,43
13,110JG,49
14,110JG,36
15,110JG,52
16,110JG,43
17,110JG,2
18,110JG,17
19,110JG,25
20,110JG,45
21,110JG,38
22,110JG,47
23,110JG,26
24,110JG,75
25,110JG,44
26,110JG,105
27,110JG,116
28,110JG,55
29,110JG,13
30,110JG,16
31,110JG,47
32,110JG,14
33,110JG,39
34,110JG,52
35,110JG,26
36,110JG,250
37,110JG,28
38,110JG,35
39,110JG,38
40,110JG,20
41,110JG,30
42,110JG,24
43,110JG,99
44,110JG,239
45,110JG,48
46,110JG,38
47,110JG,32
48,110JG,23
49,110JG,119
50,110JG,31
51,110JG,48
52,110JG,48
53,110JG,58
54,110JG,60
55,110JG,47
56,110JG,33
57,110JG,181
58,110JG,70
59,110JG,25
60,110JG,22
61,110JG,59
62,110JG,43
63,110JG,54
64,110JG,53
65,110JG,46
66,110JG,33
67,110JG,43
68,110JG,60
69,110JG,9
70,110JG,17
71,110JG,14
72,110JG,140
73,110JG,108
74,110JG,310
75,110JG,59
76,110JG,44
77,110JG,16
78,110JG,50
79,110JG,38
80,110JG,20
81,110JG,28
82,110JG,40
83,110JG,33
84,110JG,48
85,110JG,48
86,110JG,107
87,110JG,62
88,110JG,45
89,110JG,49
90,110JG,50
91,110JG,29
92,110JG,36
93,110JG,36
94,110JG,20
95,110JG,107
96,110JG,110
97,110JG,83
98,110JG,63
99,110JG,31
100,110JG,58
101,110JG,64
102,110JG,51
103,110JG,63
104,110JG,254
105,110JG,47
106,110JG,32
107,110JG,46
108,110JG,30
109,110JG,51
110,110JG,45
111,110JG,49
112,110JG,14
113,110JG,23
114,110JG,38
115,110JG,72
116,110JG,45
117,110JG,59
118,110JG,47
119,110JG,41
120,110JG,26
121,110JG,54
122,110JG,121
123,110JG,40
124,110JG,39
125,110JG,61
126,110JG,22
127,110JG,35
128,110JG,41
129,110JG,38
130,110JG,31
131,110JG,49
132,110JG,19
133,110JG,76
134,110JG,26
135,110JG,36
136,110JG,35
137,110JG,107
138,110JG,142
139,110JG,35
140,110JG,74
141,110JG,43
142,110JG,55
143,110JG,113
144,110JG,49
145,110JG,113
146,110JG,19
147,110JG,52
148,110JG,41
149,110JG,41
150,110JG,10
151,110JG,35
152,110JG,17
153,110JG,208
154,110JG,20
155,110JG,5
156,110JG,47
157,110JG,32
158,110JG,57
159,110JG,23
160,110JG,21
161,110JG,55
162,110JG,134
163,110JG,33
164,110JG,26
165,110JG,18
166,110JG,33
167,110JG,29
168,110JG,25
169,110JG,51
170,110JG,39
171,110JG,40
172,110JG,48
173,110JG,38
174,110JG,33
175,110JG,37
176,110JG,26
177,110JG,48
178,110JG,15
179,110JG,50
180,110JG,28
181,110JG,32
182,110JG,48
183,110JG,20
184,110JG,45
185,110JG,33
186,110JG,19
187,110JG,35
188,110JG,109
189,110JG,25
190,110JG,19
191,110JG,314
192,110JG,14
193,110JG,126
194,110JG,84
195,110JG,49
196,110JG,53
197,110JG,50
198,110JG,113
199,110JG,53
200,110JG,121
201,110JG,62
202,110JG,211
203,110JG,74
204,110JG,26
205,110JG,114
206,110JG,32
207,110JG,51
208,110JG,17
209,110JG,43
210,110JG,41
211,110JG,20
212,110JG,31
213,110JG,35
214,110JG,20
215,110JG,29
216,110JG,120
217,110JG,14
218,110JG,49
219,110JG,13
220,110JG,51
221,110JG,52
222,110JG,35
223,110JG,20
224,110JG,118
225,110JG,187
226,110JG,223
227,110JG,49
228,110JG,339
229,110JG,12
230,110JG,91
231,110JG,30
232,110JG,36
233,110JG,113
234,110JG,19
235,110JG,16
236,110JG,53
237,110JG,16
238,110JG,48
239,110JG,43
240,110JG,38
241,110JG,65
242,110JG,62
243,110JG,17
244,110JG,40
245,110JG,38
246,110JG,47
247,110JG,139
248,110JG,94
249,110JG,115
250,110JG,43
251,110JG,23
252,110JG,60
253,110JG,62
254,110JG,285
255,110JG,51
256,110JG,71
257,110JG,99
258,110JG,37
259,110JG,32
260,110JG,72
261,110JG,131
262,110JG,47
263,110JG,24
264,110JG,25
265,110JG,31
266,110JG,23
267,110JG,57
268,110JG,54
269,110JG,97
270,110JG,37
271,110JG,27
272,110JG,44
273,110JG,51
274,110JG,23
275,110JG,51
276,110JG,55
277,110JG,54
278,110JG,39
279,110JG,13
280,110JG,41
281,110JG,139
282,110JG,46
283,110JG,42
284,110JG,65
285,110JG,36
286,110JG,23
287,110JG,123
288,110JG,127
289,110JG,28
290,110JG,71
291,110JG,40
292,110JG,54
293,110JG,13
294,110JG,42
295,110JG,20
296,110JG,24
297,110JG,28
298,110JG,28
299,110JG,46
300,110JG,39
301,110JG,71
302,110JG,62
303,110JG,26
304,110JG,60
305,110JG,19
306,110JG,111
307,110JG,43
308,110JG,104
309,110JG,49
310,110JG,36
311,110JG,63
312,110JG,20
313,110JG,63
314,110JG,48
315,110JG,54
316,110JG,114
317,110JG,16
318,110JG,47
319,110JG,33
320,110JG,29
321,110JG,20
322,110JG,47
323,110JG,32
324,110JG,20
325,110JG,46
326,110JG,51
327,110JG,19
328,110JG,120
329,110JG,125
330,110JG,21
331,110JG,55
332,110JG,193
333,110JG,65
334,110JG,38
335,110JG,74
336,110JG,20
337,110JG,19
338,110JG,36
339,110JG,48
340,110JG,29
341,110JG,31
342,110JG,39
343,110JG,95
344,110JG,29
345,110JG,25
346,110JG,120
347,110JG,39
348,110JG,62
349,110JG,54
350,110JG,40
351,110JG,60
352,110JG,69
353,110JG,38
354,110JG,48
355,110JG,61
356,110JG,31
357,110JG,41
358,110JG,49
359,110JG,31
360,110JG,57
361,110JG,40
362,110JG,60
363,110JG,24
364,110JG,12
365,110JG,35
366,110JG,51
367,110JG,29
368,110JG,62
369,110JG,23
370,110JG,48
371,110JG,45
372,110JG,57
373,110JG,26
374,110JG,32
375,110JG,33
376,110JG,35
377,110JG,33
378,110JG,20
379,110JG,54
380,110JG,20
381,110JG,47
382,110JG,53
383,110JG,30
384,110JG,268
385,110JG,61
386,110JG,13
387,110JG,36
388,110JG,41
389,110JG,46
390,110JG,28
391,110JG,111
392,110JG,37
393,110JG,68
394,110JG,25
395,110JG,14
396,110JG,114
397,110JG,53
398,110JG,51
399,110JG,108
400,110JG,50
401,110JG,52
402,110JG,34
403,110JG,26
404,110JG,195
405,110JG,26
406,110JG,27
407,110JG,26
408,110JG,27
409,110JG,38
410,110JG,110
411,110JG,31
412,110JG,45
413,110JG,54
414,110JG,53
415,110JG,57
416,110JG,81
417,110JG,26
418,110JG,214
419,110JG,72
420,110JG,298
421,110JG,106
422,110JG,85
423,110JG,44
424,110JG,23
425,110JG,123
426,110JG,21
427,110JG,112
428,110JG,49
429,110JG,49
430,110JG,45
431,110JG,44
432,110JG,44
433,110JG,37
434,110JG,47
435,110JG,26
436,110JG,135
437,110JG,35
438,110JG,55
439,110JG,113
440,110JG,59
441,110JG,69
442,110JG,189
443,110JG,43
444,110JG,36
445,110JG,46
446,110JG,30
447,110JG,35
448,110JG,66
449,110JG,67
450,110JG,41
451,110JG,57
452,110JG,45
453,110JG,57
454,110JG,368
455,110JG,38
456,110JG,42
457,110JG,46
458,110JG,40
459,110JG,20
460,110JG,50
461,110JG,25
462,110JG,36
463,110JG,16
464,110JG,47
465,110JG,50
466,110JG,66
467,110JG,65
468,110JG,21
469,110JG,107
470,110JG,98
471,110JG,51
472,110JG,15
473,110JG,20
474,110JG,41
475,110JG,19
476,110JG,26
477,110JG,42
478,110JG,16
479,110JG,46
480,110JG,65
481,110JG,78
482,110JG,20
483,110JG,19
484,110JG,45
485,110JG,50
486,110JG,99
487,110JG,47
488,110JG,14
489,110JG,44
490,110JG,42
491,110JG,91
492,110JG,14
493,110JG,136
494,110JG,51
495,110JG,184
496,110JG,40
497,110JG,38
498,110JG,38
499,110JG,16
500,110JG,48
501,110JG,49
502,110JG,29
503,110JG,22
504,110JG,23
505,110JG,31
506,110JG,121
507,110JG,44
508,110JG,75
509,110JG,66
510,110JG,15
511,110JG,265
512,110JG,45
513,110JG,44
514,110JG,27
515,110JG,28
516,110JG,47
517,110JG,81
518,110JG,18
519,110JG,51
520,110JG,36
521,110JG,114
522,110JG,30
523,110JG,21
524,110JG,50
525,110JG,51
526,110JG,16
527,110JG,82
528,110JG,49
529,110JG,33
530,110JG,30
531,110JG,32
532,110JG,26
533,110JG,44
534,110JG,23
535,110JG,38
536,110JG,18
537,110JG,35
538,110JG,36
539,110JG,35
540,110JG,103
541,110JG,68
542,110JG,37
543,110JG,146
544,110JG,5
545,110JG,9
546,110JG,50
547,110JG,103
548,110JG,59
549,110JG,30
550,110JG,109
551,110JG,20
552,110JG,105
553,110JG,29
554,110JG,33
555,110JG,40
556,110JG,45
557,110JG,64
558,110JG,45
559,110JG,44
560,110JG,22
561,110JG,20
562,110JG,45
563,110JG,33
564,110JG,39
565,110JG,28
566,110JG,29
567,110JG,45
568,110JG,66
569,110JG,53
570,110JG,33
571,110JG,36
572,110JG,37
573,110JG,55
574,110JG,43
575,110JG,59
576,110JG,73
577,110JG,58
578,110JG,49
579,110JG,47
580,110JG,108
581,110JG,191
582,110JG,26
583,110JG,52
584,110JG,29
585,110JG,34
586,110JG,37
587,110JG,28
588,110JG,43
589,110JG,43
590,110JG,34
591,110JG,29
592,110JG,31
593,110JG,42
594,110JG,27
595,110JG,32
596,110JG,39
597,110JG,50
598,110JG,50
599,110JG,54
600,110JG,19
601,110JG,43
602,110JG,27
603,110JG,37
604,110JG,40
605,110JG,61
606,110JG,45
607,110JG,51
608,110JG,31
609,110JG,30
610,110JG,19
611,110JG,29
612,110JG,31
613,110JG,39
614,110JG,29
615,110JG,21
616,110JG,29
617,110JG,49
618,110JG,46
619,110JG,11
620,110JG,36
621,110JG,40
622,110JG,46
623,110JG,42
624,110JG,10
625,110JG,27
626,110JG,23
627,110JG,114
628,110JG,49
629,110JG,43
630,110JG,32
631,110JG,88
632,110JG,50
633,110JG,34
634,110JG,47
635,110JG,18
636,110JG,90
637,110JG,101
638,110JG,56
639,110JG,25
640,110JG,33
641,110JG,129
642,110JG,53
643,110JG,14
644,110JG,39
645,110JG,34
646,110JG,81
647,110JG,40
648,110JG,35
649,110JG,18
650,110JG,26
651,110JG,22
652,110JG,51
653,110JG,110
654,110JG,67
655,110JG,83
656,110JG,23
657,110JG,48
658,110JG,72
659,110JG,138
660,110JG,133
661,110JG,43
662,110JG,28
663,110JG,30
664,110JG,33
665,110JG,24
666,110JG,13
667,110JG,29
668,110JG,35
669,110JG,161
670,110JG,109
671,110JG,58
672,110JG,47
673,110JG,146
674,110JG,62
675,110JG,26
676,110JG,110
677,110JG,41
678,110JG,34
679,110JG,38
680,110JG,49
681,110JG,33
682,110JG,51
683,110JG,35
684,110JG,47
685,110JG,99
686,110JG,21
687,110JG,24
688,110JG,31
689,110JG,75
690,110JG,19
691,110JG,68
692,110JG,26
693,110JG,68
694,110JG,50
695,110JG,111
696,110JG,42
697,110JG,26
698,110JG,29
699,110JG,23
700,110JG,21
701,110JG,6
702,110JG,55
703,110JG,107
704,110JG,29
705,110JG,113
706,110JG,54
707,110JG,51
708,110JG,24
709,110JG,65
710,110JG,27
711,110JG,17
712,110JG,30
713,110JG,36
714,110JG,28
715,110JG,19
716,110JG,25
717,110JG,24
718,110JG,40
719,110JG,50
720,110JG,54
721,110JG,76
722,110JG,27
723,110JG,46
724,110JG,69
725,110JG,40
726,110JG,14
727,110JG,17
728,110JG,33
729,110JG,124
730,110JG,24
731,110JG,64
732,110JG,23
733,110JG,67
734,110JG,46
735,110JG,29
736,110JG,112
737,110JG,47
738,110JG,45
739,110JG,41
740,110JG,38
741,110JG,133
742,110JG,44
743,110JG,92
744,110JG,18
745,110JG,50
746,110JG,43
747,110JG,21
748,110JG,15
749,110JG,35
750,110JG,45
751,110JG,122
752,110JG,74
753,110JG,66
754,110JG,120
755,110JG,47
756,110JG,94
757,110JG,27
758,110JG,77
759,110JG,29
760,110JG,66
761,110JG,27
762,110JG,55
763,110JG,26
764,110JG,48
765,110JG,50
766,110JG,35
767,110JG,44
768,110JG,27
769,110JG,52
770,110JG,49
771,110JG,130
772,110JG,63
773,110JG,58
774,110JG,115
775,110JG,22
776,110JG,55
777,110JG,31
778,110JG,50
779,110JG,49
780,110JG,53
781,110JG,35
782,110JG,86
783,110JG,32
784,110JG,48
785,110JG,46
786,110JG,131
787,110JG,50
788,110JG,78
789,110JG,54
790,110JG,17
791,110JG,24
792,110JG,67
793,110JG,37
794,110JG,36
795,110JG,51
796,110JG,35
797,110JG,28
798,110JG,28
799,110JG,47
800,110JG,39
801,110JG,55
802,110JG,166
803,110JG,46
804,110JG,62
805,110JG,27
806,110JG,31
807,110JG,13
808,110JG,19
809,110JG,65
810,110JG,65
811,110JG,46
812,110JG,41
813,110JG,47
814,110JG,46
815,110JG,131
816,110JG,14
817,110JG,50
818,110JG,50
819,110JG,45
820,110JG,35
821,110JG,86
822,110JG,126
823,110JG,95
824,110JG,17
825,110JG,23
826,110JG,59
827,110JG,47
828,110JG,25
829,110JG,51
830,110JG,201
831,110JG,0
832,110JG,48
833,110JG,29
834,110JG,46
835,110JG,114
836,110JG,57
837,110JG,112
838,110JG,18
839,110JG,46
840,110JG,15
841,110JG,54
842,110JG,111
843,110JG,52
844,110JG,44
845,110JG,77
846,110JG,47
847,110JG,32
848,110JG,33
849,110JG,48
850,110JG,73
851,110JG,49
852,110JG,19
853,110JG,27
854,110JG,23
855,110JG,123
856,110JG,79
857,110JG,14
858,110JG,20
859,110JG,113
860,110JG,40
861,110JG,70
862,110JG,37
863,110JG,26
864,110JG,71
865,110JG,46
866,110JG,32
867,110JG,67
868,110JG,24
869,110JG,30
870,110JG,32
871,110JG,13
872,110JG,17
873,110JG,124
874,110JG,23
875,110JG,15
876,110JG,58
877,110JG,45
878,110JG,13
879,110JG,41
880,110JG,49
881,110JG,45
882,110JG,134
883,110JG,69
884,110JG,49
885,110JG,72
886,110JG,45
887,110JG,52
888,110JG,28
889,110JG,43
890,110JG,49
891,110JG,21
892,110JG,82
893,110JG,19
894,110JG,45
895,110JG,27
896,110JG,58
897,110JG,32
898,110JG,19
899,110JG,49
900,110JG,28
901,110JG,43
902,110JG,57
903,110JG,31
904,110JG,43
905,110JG,53
906,110JG,43
907,110JG,31
908,110JG,128
909,110JG,76
910,110JG,44
911,110JG,50
912,110JG,110
913,110JG,63
914,110JG,55
915,110JG,55
916,110JG,45
917,110JG,24
918,110JG,51
919,110JG,35
920,110JG,116
921,110JG,33
922,110JG,26
923,110JG,56
924,110JG,51
925,110JG,22
926,110JG,56
927,110JG,53
928,110JG,50
929,110JG,29
930,110JG,50
931,110JG,47
932,110JG,69
933,110JG,48
934,110JG,24
935,110JG,9
936,110JG,41
937,110JG,28
938,110JG,30
939,110JG,77
940,110JG,42
941,110JG,62
942,110JG,15
943,110JG,26
944,110JG,48
945,110JG,24
946,110JG,29
947,110JG,43
948,110JG,21
949,110JG,125
950,110JG,56
951,110JG,25
952,110JG,44
953,110JG,34
954,110JG,64
955,110JG,48
956,110JG,75
957,110JG,17
958,110JG,68
959,110JG,34
960,110JG,29
961,110JG,29
962,110JG,75
963,110JG,15
964,110JG,20
965,110JG,38
966,110JG,168
967,110JG,45
968,110JG,28
969,110JG,25
970,110JG,145
971,110JG,46
972,110JG,13
973,110JG,34
974,110JG,23
975,110JG,21
976,110JG,75
977,110JG,137
978,110JG,32
979,110JG,55
980,110JG,51
981,110JG,28
982,110JG,25
983,110JG,134
984,110JG,57
985,110JG,44
986,110JG,110
987,110JG,43
988,110JG,24
989,110JG,25
990,110JG,16
991,110JG,116
992,110JG,7
993,110JG,29
994,110JG,33
995,110JG,24
996,110JG,25
997,110JG,68
998,110JG,46
999,110JG,32
1000,110JG,32
1001,110JG,17
1002,110JG,54
1003,110JG,58
1004,110JG,164
1005,110JG,37
1006,110JG,93
1007,110JG,195
1008,110JG,35
1009,110JG,20
1010,110JG,26
1011,110JG,53
1012,110JG,33
1013,110JG,46
1014,110JG,36
1015,110JG,38
1016,110JG,44
1017,110JG,14
1018,110JG,28
1019,110JG,52
1020,110JG,113
1021,110JG,53
1022,110JG,25
1023,110JG,56
1024,110JG,48
1025,110JG,42
1026,110JG,28
1027,110JG,39
1028,110JG,45
1029,110JG,42
1030,110JG,126
1031,110JG,28
1032,110JG,24
1033,110JG,27
1034,110JG,55
1035,110JG,54
1036,110JG,44
1037,110JG,44
1038,110JG,28
1039,110JG,65
1040,110JG,115
1041,110JG,132
1042,110JG,58
1043,110JG,53
1044,110JG,121
1045,110JG,27
1046,110JG,26
1047,110JG,18
1048,110JG,14
1049,110JG,48
1050,110JG,36
1051,110JG,44
1052,110JG,37
1053,110JG,30
1054,110JG,61
1055,110JG,48
1056,110JG,142
1057,110JG,77
1058,110JG,58
1059,110JG,72
1060,110JG,35
1061,110JG,75
1062,110JG,52
1063,110JG,36
1064,110JG,20
1065,110JG,49
1066,110JG,44
1067,110JG,37
1068,110JG,49
1069,110JG,118
1070,110JG,14
1071,110JG,17
1072,110JG,14
1073,110JG,43
1074,110JG,6
1075,110JG,26
1076,110JG,18
1077,110JG,92
1078,110JG,33
1079,110JG,39
1080,110JG,46
1081,110JG,81
1082,110JG,28
1083,110JG,21
1084,110JG,15
1085,110JG,28
1086,110JG,29
1087,110JG,104
1088,110JG,54
1089,110JG,23
1090,110JG,62
1091,110JG,30
1092,110JG,29
1093,110JG,77
1094,110JG,46
1095,110JG,129
1096,110JG,103
1097,110JG,60
1098,110JG,99
1099,110JG,26
1100,110JG,54
1101,110JG,34
1102,110JG,52
1103,110JG,26
1104,110JG,48
1105,110JG,72
1106,110JG,43
1107,110JG,15
1108,110JG,60
1109,110JG,28
1110,110JG,42
1111,110JG,40
1112,110JG,26
1113,110JG,40
1114,110JG,37
1115,110JG,33
1116,110JG,33
1117,110JG,27
1118,110JG,42
1119,110JG,40
1120,110JG,52
1121,110JG,126
1122,110JG,26
1123,110JG,54
1124,110JG,18
1125,110JG,122
1126,110JG,66
1127,110JG,34
1128,110JG,26
1129,110JG,91
1130,110JG,38
1131,110JG,54
1132,110JG,76
1133,110JG,14
1134,110JG,37
1135,110JG,42
1136,110JG,31
1137,110JG,32
1138,110JG,47
1139,110JG,114
1140,110JG,96
1141,110JG,32
1142,110JG,155
1143,110JG,27
1144,110JG,44
1145,110JG,51
1146,110JG,68
1147,110JG,23
1148,110JG,53
1149,110JG,26
1150,110JG,12
1151,110JG,82
1152,110JG,19
1153,110JG,120
1154,110JG,33
1155,110JG,69
1156,110JG,14
1157,110JG,67
1158,110JG,17
1159,110JG,50
1160,110JG,36
1161,110JG,44
1162,110JG,130
1163,110JG,113
1164,110JG,43
1165,110JG,22
1166,110JG,53
1167,110JG,38
1168,110JG,39
1169,110JG,49
1170,110JG,89
1171,110JG,30
1172,110JG,12
1173,110JG,37
1174,110JG,32
1175,110JG,45
1176,110JG,124
1177,110JG,34
1178,110JG,46
1179,110JG,22
1180,110JG,57
1181,110JG,41
1182,110JG,5
1183,110JG,33
1184,110JG,51
1185,110JG,53
1186,110JG,53
1187,110JG,36
1188,110JG,34
1189,110JG,36
1190,110JG,55
1191,110JG,55
1192,110JG,22
1193,110JG,23
1194,110JG,112
1195,110JG,6
1196,110JG,27
1197,110JG,16
1198,110JG,62
1199,110JG,46
1200,110JG,16
1201,110JG,27
1202,110JG,35
1203,110JG,34
1204,110JG,29
1205,110JG,26
1206,110JG,38
1207,110JG,47
1208,110JG,38
1209,110JG,51
1210,110JG,18
1211,110JG,33
1212,110JG,3
1213,110JG,112
1214,110JG,37
1215,110JG,42
1216,110JG,67
1217,110JG,53
1218,110JG,72
1219,110JG,38
1220,110JG,45
1221,110JG,6
1222,110JG,34
1223,110JG,38
1224,110JG,41
1225,110JG,42
1226,110JG,52
1227,110JG,37
1228,110JG,7
1229,110JG,25
1230,110JG,34
1231,110JG,79
1232,110JG,13
1233,110JG,114
1234,110JG,47
1235,110JG,40
1236,110JG,94
1237,110JG,52
1238,110JG,143
1239,110JG,27
1240,110JG,57
1241,110JG,33
1242,110JG,20
1243,110JG,68
1244,110JG,38
1245,110JG,40
1246,110JG,17
1247,110JG,18
1248,110JG,44
1249,110JG,18
1250,110JG,11
1251,110JG,27
1252,110JG,39
1253,110JG,51
1254,110JG,27
1255,110JG,92
1256,110JG,53
1257,110JG,22
1258,110JG,17
1259,110JG,48
1260,110JG,38
1261,110JG,86
1262,110JG,33
1263,110JG,41
1264,110JG,129
1265,110JG,131
1266,110JG,102
1267,110JG,27
1268,110JG,29
1269,110JG,21
1270,110JG,46
1271,110JG,31
1272,110JG,38
1273,110JG,47
1274,110JG,23
1275,110JG,122
1276,110JG,63
1277,110JG,21
1278,110JG,56
1279,110JG,78
1280,110JG,27
1281,110JG,15
1282,110JG,84
1283,110JG,16
1284,110JG,43
1285,110JG,55
1286,110JG,42
1287,110JG,55
1288,110JG,28
1289,110JG,42
1290,110JG,45
1291,110JG,50
1292,110JG,50
1293,110JG,22
1294,110JG,37
1295,110JG,43
1296,110JG,119
1297,110JG,17
1298,110JG,21
1299,110JG,33
1300,110JG,59
1301,110JG,28
1302,110JG,36
1303,110JG,22
1304,110JG,113
1305,110JG,49
1306,110JG,66
1307,110JG,19
1308,110JG,29
1309,110JG,24
1310,110JG,121
1311,110JG,61
1312,110JG,52
1313,110JG,39
1314,110JG,24
1315,110JG,56
1316,110JG,17
1317,110JG,58
1318,110JG,124
1319,110JG,44
1320,110JG,27
1321,110JG,55
1322,110JG,119
1323,110JG,63
1324,110JG,214
1325,110JG,14
1326,110JG,51
1327,110JG,18
1328,110JG,25
1329,110JG,28
1330,110JG,115
1331,110JG,55
1332,110JG,14
1333,110JG,72
1334,110JG,22
1335,110JG,58
1336,110JG,7
1337,110JG,64
1338,110JG,50
1339,110JG,29
1340,110JG,47
1341,110JG,57
1342,110JG,50
1343,110JG,60
1344,110JG,9
1345,110JG,66
1346,110JG,47
1347,110JG,84
1348,110JG,39
1349,110JG,44
1350,110JG,28
1351,110JG,85
1352,110JG,51
1353,110JG,28
1354,110JG,36
1355,110JG,37
1356,110JG,24
1357,110JG,27
1358,110JG,35
1359,110JG,20
1360,110JG,63
1361,110JG,33
1362,110JG,54
1363,110JG,43
1364,110JG,23
1365,111IZ,111
1366,111IZ,33
1367,111IZ,79
1368,111IZ,122
1369,111IZ,121
1370,111IZ,120
1371,111IZ,108
1372,111IZ,46
1373,111IZ,84
1374,111IZ,106
1375,111IZ,100
1376,111IZ,113
1377,111IZ,46
1378,111IZ,93
1379,111IZ,110
1380,111IZ,139
1381,111IZ,96
1382,111IZ,164
1383,111IZ,159
1384,111IZ,15
1385,111IZ,129
1386,111IZ,40
1387,111IZ,124
1388,111IZ,152
1389,111IZ,84
1390,111IZ,102
1391,111IZ,104
1392,111IZ,131
1393,111IZ,63
1394,111IZ,122
1395,111IZ,58
1396,111IZ,86
1397,111IZ,63
1398,111IZ,111
1399,111IZ,9
1400,111IZ,103
1401,111IZ,131
1402,111IZ,117
1403,111IZ,119
1404,111IZ,114
1405,111IZ,84
1406,111IZ,12
1407,111IZ,92
1408,111IZ,88
1409,111IZ,59
1410,111IZ,136
1411,111IZ,127
1412,111IZ,100
1413,111IZ,129
1414,111IZ,140
1415,111IZ,166
1416,111IZ,120
1417,111IZ,100
1418,111IZ,90
1419,111IZ,74
1420,111IZ,59
1421,111IZ,97
1422,111IZ,147
1423,111IZ,81
1424,111IZ,60
1425,111IZ,80
1426,111IZ,106
1427,111IZ,110
1428,111IZ,112
1429,111IZ,107
1430,111IZ,117
1431,111IZ,124
1432,111IZ,76
1433,111IZ,122
1434,111IZ,109
1435,111IZ,104
1436,111IZ,87
1437,111IZ,126
1438,111IZ,76
1439,111IZ,89
1440,111IZ,93
1441,111IZ,132
1442,111IZ,99
1443,111IZ,331
1444,111IZ,90
1445,111IZ,96
1446,111IZ,120
1447,111IZ,91
1448,111IZ,147
1449,111IZ,74
1450,111IZ,126
1451,111IZ,76
1452,111IZ,107
1453,111IZ,123
1454,111IZ,152
1455,111IZ,63
1456,111IZ,107
1457,111IZ,272
1458,111IZ,122
1459,111IZ,133
1460,111IZ,134
1461,111IZ,103
1462,111IZ,147
1463,111IZ,99
1464,111IZ,79
1465,111IZ,143
1466,111IZ,120
1467,111IZ,146
1468,111IZ,88
1469,111IZ,81
1470,111IZ,124
1471,111IZ,123
1472,111IZ,121
1473,111IZ,73
1474,111IZ,64
1475,111IZ,106
1476,111IZ,119
1477,111IZ,101
1478,111IZ,2
1479,111IZ,135
1480,111IZ,144
1481,111IZ,101
1482,111IZ,103
1483,111IZ,95
1484,111IZ,139
1485,111IZ,54
1486,111IZ,70
1487,111IZ,84
1488,111IZ,120
1489,111IZ,91
1490,111IZ,29
1491,111IZ,160
1492,111IZ,110
1493,111IZ,163
1494,111IZ,83
1495,111IZ,105
1496,111IZ,107
1497,111IZ,147
1498,111IZ,130
1499,111IZ,81
1500,111IZ,119
1501,111IZ,66
1502,111IZ,86
1503,111IZ,157
1504,111IZ,13
1505,111IZ,111
1506,111IZ,151
1507,111IZ,84
1508,111IZ,106
1509,111IZ,137
1510,111IZ,161
1511,111IZ,79
1512,111IZ,120
1513,111IZ,70
1514,111IZ,129
1515,111IZ,86
1516,111IZ,140
1517,111IZ,73
1518,111IZ,85
1519,111IZ,123
1520,111IZ,88
1521,111IZ,114
1522,111IZ,112
1523,111IZ,85
1524,111IZ,102
1525,111IZ,128
1526,111IZ,143
1527,111IZ,131
1528,111IZ,142
1529,111IZ,130
1530,111IZ,54
1531,111IZ,106
1532,111IZ,101
1533,111IZ,98
1534,111IZ,141
1535,111IZ,163
1536,111IZ,87
1537,111IZ,123
1538,111IZ,72
1539,111IZ,34
1540,111IZ,160
1541,111IZ,121
1542,111IZ,103
1543,111IZ,107
1544,111IZ,128
1545,111IZ,115
1546,111IZ,77
1547,111IZ,91
1548,111IZ,78
1549,111IZ,112
1550,111IZ,117
1551,111IZ,143
1552,111IZ,162
1553,111IZ,341
1554,111IZ,98
1555,111IZ,52
1556,111IZ,82
1557,111IZ,129
1558,111IZ,135
1559,111IZ,68
1560,111IZ,126
1561,111IZ,139
1562,111IZ,160
1563,111IZ,116
1564,111IZ,154
1565,111IZ,153
1566,111IZ,74
1567,111IZ,107
1568,111IZ,143
1569,111IZ,104
1570,111IZ,104
1571,111IZ,89
1572,111IZ,117
1573,111IZ,109
1574,111IZ,80
1575,111IZ,92
1576,111IZ,87
1577,111IZ,169
1578,111IZ,147
1579,111IZ,115
1580,111IZ,93
1581,111IZ,220
1582,111IZ,165
1583,111IZ,98
1584,111IZ,99
1585,111IZ,141
1586,111IZ,90
1587,111IZ,113
1588,111IZ,97
1589,111IZ,148
1590,111IZ,78
1591,111IZ,96
1592,111IZ,127
1593,111IZ,124
1594,111IZ,131
1595,111IZ,118
1596,111IZ,114
1597,111IZ,80
1598,111IZ,143
1599,111IZ,101
1600,111IZ,99
1601,111IZ,82
1602,111IZ,115
1603,111IZ,84
1604,111IZ,149
1605,111IZ,114
1606,111IZ,145
1607,111IZ,86
1608,111IZ,104
1609,111IZ,148
1610,111IZ,129
1611,111IZ,154
1612,111IZ,83
1613,111IZ,128
1614,111IZ,159
1615,111IZ,83
1616,111IZ,145
1617,111IZ,146
1618,111IZ,135
1619,111IZ,42
1620,111IZ,146
1621,111IZ,101
1622,111IZ,119
1623,111IZ,117
1624,111IZ,202
1625,111IZ,113
1626,111IZ,119
1627,111IZ,150
1628,111IZ,72
1629,111IZ,116
1630,111IZ,108
1631,111IZ,90
1632,111IZ,131
1633,111IZ,103
1634,111IZ,94
